"","pValue","qValue","EffectSize","X.SB01.SA01.","significant","GeneName"
"A0A2H0ZV04","0.566922642713255","0.898968005917514","0.155070639687139","SB01-SA01","Non significant","A0A2H0ZV04"
"A0A2H0ZV23","0.00136839665252814","0.0665838398190724","0.519799717907954","SB01-SA01","Non significant","A0A2H0ZV23"
"A0A2H0ZV45","0.639179120069588","0.925014734827257","0.075714296708135","SB01-SA01","Non significant","A0A2H0ZV45"
"A0A2H0ZV73","0.86167515220701","0.982151776978653","-0.061433426143374","SB01-SA01","Non significant","A0A2H0ZV73"
"A0A2H0ZV74","0.76909995000589","0.964303913771699","0.11598341209849","SB01-SA01","Non significant","A0A2H0ZV74"
"A0A2H0ZV89","0.352232076004292","0.748127335228209","-0.296172226068146","SB01-SA01","Non significant","A0A2H0ZV89"
"A0A2H0ZV96","0.873894716448533","0.982151776978653","0.0654612575782547","SB01-SA01","Non significant","A0A2H0ZV96"
"A0A2H0ZVC9","0.00594333599020027","0.102295209077494","-1.27844961797247","SB01-SA01","Non significant","A0A2H0ZVC9"
"A0A2H0ZVE4","0.0243717358918771","0.214112691670838","0.787453562729572","SB01-SA01","Non significant","A0A2H0ZVE4"
"A0A2H0ZVF8","0.13838375410566","0.487984817109432","-0.447040840238248","SB01-SA01","Non significant","A0A2H0ZVF8"
"A0A2H0ZVG5","0.217717728483778","0.60064479211113","0.323705202236091","SB01-SA01","Non significant","A0A2H0ZVG5"
"A0A2H0ZVH2","0.376544964802672","0.761205122812297","0.330060975229271","SB01-SA01","Non significant","A0A2H0ZVH2"
"A0A2H0ZVI4","0.807952831672158","0.970864101882147","0.0680431904752261","SB01-SA01","Non significant","A0A2H0ZVI4"
"A0A2H0ZVI8","0.551576787063284","0.885922990180412","0.122159794578927","SB01-SA01","Non significant","A0A2H0ZVI8"
"A0A2H0ZVJ9","0.00205838342610824","0.0665838398190724","-1.01584099767872","SB01-SA01","Non significant","A0A2H0ZVJ9"
"A0A2H0ZVN7","0.0170430845130356","0.176875745907866","0.607988302115674","SB01-SA01","Non significant","A0A2H0ZVN7"
"A0A2H0ZVR7","0.685245841130337","0.939675162552364","0.238322336477236","SB01-SA01","Non significant","A0A2H0ZVR7"
"A0A2H0ZVW8","0.953133284242275","0.988881208343222","0.0180033139878937","SB01-SA01","Non significant","A0A2H0ZVW8"
"A0A2H0ZVY1","0.0667910252978707","0.329736745944225","-0.968460396174574","SB01-SA01","Non significant","A0A2H0ZVY1"
"A0A2H0ZW01","0.751510774968871","0.964050009540299","0.0975655223848406","SB01-SA01","Non significant","A0A2H0ZW01"
"A0A2H0ZW26","0.0173481541828611","0.176875745907866","-0.875966736762742","SB01-SA01","Non significant","A0A2H0ZW26"
"A0A2H0ZW29","0.0712471741755815","0.342760569978336","-0.464472967106488","SB01-SA01","Non significant","A0A2H0ZW29"
"A0A2H0ZW30","0.0173091174930312","0.176875745907866","0.632186122026903","SB01-SA01","Non significant","A0A2H0ZW30"
"A0A2H0ZW57","0.0887982849241366","0.39663233932781","0.756298570062194","SB01-SA01","Non significant","A0A2H0ZW57"
"A0A2H0ZWB8","0.101139946086467","0.416093286969763","-0.443054063962526","SB01-SA01","Non significant","A0A2H0ZWB8"
"A0A2H0ZWC4","0.00110276529462994","0.0665838398190724","-1.42791581980539","SB01-SA01","Non significant","A0A2H0ZWC4"
"A0A2H0ZWG0","0.845391717923507","0.978984846083208","0.122027262825149","SB01-SA01","Non significant","A0A2H0ZWG0"
"A0A2H0ZWH4","0.216976093467527","0.60064479211113","-0.66136098096549","SB01-SA01","Non significant","A0A2H0ZWH4"
"A0A2H0ZWH7","0.863323300774081","0.982151776978653","0.0626121614274133","SB01-SA01","Non significant","A0A2H0ZWH7"
"A0A2H0ZWI4","0.10704888817425","0.432809728911408","-0.472382516964453","SB01-SA01","Non significant","A0A2H0ZWI4"
"A0A2H0ZWN3","0.0138649208288153","0.16256619671786","-1.26336495360034","SB01-SA01","Non significant","A0A2H0ZWN3"
"A0A2H0ZWR9","0.974662821821054","0.989430440333495","-0.00837234329158676","SB01-SA01","Non significant","A0A2H0ZWR9"
"A0A2H0ZX54","0.878257874289113","0.982151776978653","0.0542982306106303","SB01-SA01","Non significant","A0A2H0ZX54"
"A0A2H0ZX88","0.758793889415214","0.964050009540299","0.0570566044402661","SB01-SA01","Non significant","A0A2H0ZX88"
"A0A2H0ZXJ1","0.0196378622332415","0.184203147747805","0.49999623557289","SB01-SA01","Non significant","A0A2H0ZXJ1"
"A0A2H0ZXJ8","0.708564219000273","0.952196615218132","-0.159841942321783","SB01-SA01","Non significant","A0A2H0ZXJ8"
"A0A2H0ZXK7","0.193358689760428","0.56933256846868","0.285941525828232","SB01-SA01","Non significant","A0A2H0ZXK7"
"A0A2H0ZXR6","0.567365735078004","0.898968005917514","0.239556057484968","SB01-SA01","Non significant","A0A2H0ZXR6"
